period,stateid,stateDescription,sectorid,sectorName,customers,customers-units
2023-09,OH,Ohio,TRA,transportation,2,number of customers
2023-09,OH,Ohio,RES,residential,5082829,number of customers
2023-09,OH,Ohio,OTH,other,,number of customers
2023-09,OH,Ohio,IND,industrial,19080,number of customers
2023-09,OH,Ohio,COM,commercial,625906,number of customers
2023-09,OH,Ohio,ALL,all sectors,5727817,number of customers
2023-09,ND,North Dakota,TRA,transportation,0,number of customers
2023-09,ND,North Dakota,RES,residential,395157,number of customers
2023-09,ND,North Dakota,OTH,other,,number of customers
2023-09,ND,North Dakota,IND,industrial,9346,number of customers
2023-09,ND,North Dakota,COM,commercial,77400,number of customers
2023-09,ND,North Dakota,ALL,all sectors,481903,number of customers
2023-09,NC,North Carolina,TRA,transportation,1,number of customers
2023-09,NC,North Carolina,RES,residential,4990305,number of customers
2023-09,NC,North Carolina,OTH,other,,number of customers
2023-09,NC,North Carolina,IND,industrial,9247,number of customers
2023-09,NC,North Carolina,COM,commercial,742298,number of customers
2023-09,NC,North Carolina,ALL,all sectors,5741851,number of customers
2023-09,NY,New York,TRA,transportation,8,number of customers
2023-09,NY,New York,RES,residential,7393254,number of customers
2023-09,NY,New York,OTH,other,,number of customers
2023-09,NY,New York,IND,industrial,7162,number of customers
2023-09,NY,New York,COM,commercial,1192084,number of customers
2023-09,NY,New York,ALL,all sectors,8592508,number of customers
2023-09,NM,New Mexico,TRA,transportation,0,number of customers
2023-09,NM,New Mexico,RES,residential,911720,number of customers
2023-09,NM,New Mexico,OTH,other,,number of customers
2023-09,NM,New Mexico,IND,industrial,9463,number of customers
2023-09,NM,New Mexico,COM,commercial,146314,number of customers
2023-09,NM,New Mexico,ALL,all sectors,1067497,number of customers
2023-09,NJ,New Jersey,TRA,transportation,7,number of customers
2023-09,NJ,New Jersey,RES,residential,3703413,number of customers
2023-09,NJ,New Jersey,OTH,other,,number of customers
2023-09,NJ,New Jersey,IND,industrial,11189,number of customers
2023-09,NJ,New Jersey,COM,commercial,539499,number of customers
2023-09,NJ,New Jersey,ALL,all sectors,4254108,number of customers
2023-09,NH,New Hampshire,TRA,transportation,0,number of customers
2023-09,NH,New Hampshire,RES,residential,645945,number of customers
2023-09,NH,New Hampshire,OTH,other,,number of customers
2023-09,NH,New Hampshire,IND,industrial,3127,number of customers
2023-09,NH,New Hampshire,COM,commercial,111169,number of customers
2023-09,NH,New Hampshire,ALL,all sectors,760241,number of customers
2023-09,NV,Nevada,TRA,transportation,1,number of customers
2023-09,NV,Nevada,RES,residential,1289753,number of customers
2023-09,WNC,West North Central,TRA,transportation,3,number of customers
2023-09,WNC,West North Central,RES,residential,9970790,number of customers
2023-09,WNC,West North Central,OTH,other,,number of customers
2023-09,WNC,West North Central,IND,industrial,131522,number of customers
2023-09,WNC,West North Central,COM,commercial,1522813,number of customers
2023-09,WNC,West North Central,ALL,all sectors,11625128,number of customers
2023-09,ENC,East North Central,TRA,transportation,10,number of customers
2023-09,ENC,East North Central,RES,residential,20816730,number of customers
2023-09,ENC,East North Central,OTH,other,,number of customers
2023-09,ENC,East North Central,IND,industrial,55295,number of customers
2023-09,ENC,East North Central,COM,commercial,2593413,number of customers
2023-09,ENC,East North Central,ALL,all sectors,23465448,number of customers
2023-09,MAT,Middle Atlantic,TRA,transportation,20,number of customers
2023-09,MAT,Middle Atlantic,RES,residential,16609088,number of customers
2023-09,MAT,Middle Atlantic,OTH,other,,number of customers
2023-09,MAT,Middle Atlantic,IND,industrial,34149,number of customers
2023-09,MAT,Middle Atlantic,COM,commercial,2464549,number of customers
2023-09,MAT,Middle Atlantic,ALL,all sectors,19107806,number of customers
2023-09,NEW,New England,TRA,transportation,6,number of customers
2023-09,NEW,New England,RES,residential,6540948,number of customers
2023-09,NEW,New England,OTH,other,,number of customers
2023-09,NEW,New England,IND,industrial,21509,number of customers
2023-09,NEW,New England,COM,commercial,938952,number of customers
2023-09,NEW,New England,ALL,all sectors,7501415,number of customers
2023-09,WY,Wyoming,TRA,transportation,0,number of customers
2023-09,WY,Wyoming,RES,residential,285239,number of customers
2023-09,WY,Wyoming,OTH,other,,number of customers
2023-09,WY,Wyoming,IND,industrial,11928,number of customers
2023-09,WY,Wyoming,COM,commercial,59056,number of customers
2023-09,WY,Wyoming,ALL,all sectors,356223,number of customers
2023-09,WI,Wisconsin,TRA,transportation,2,number of customers
2023-09,WI,Wisconsin,RES,residential,2827548,number of customers
2023-09,WI,Wisconsin,OTH,other,,number of customers
2023-09,WI,Wisconsin,IND,industrial,5621,number of customers
2023-09,WI,Wisconsin,COM,commercial,369070,number of customers
2023-09,WI,Wisconsin,ALL,all sectors,3202241,number of customers
2023-09,WV,West Virginia,TRA,transportation,0,number of customers
2023-09,WV,West Virginia,RES,residential,864062,number of customers
2023-09,WV,West Virginia,OTH,other,,number of customers
2023-09,WV,West Virginia,IND,industrial,11057,number of customers
2023-09,WV,West Virginia,COM,commercial,151094,number of customers
2023-09,WV,West Virginia,ALL,all sectors,1026213,number of customers
2023-09,WA,Washington,TRA,transportation,5,number of customers
2023-09,WA,Washington,RES,residential,3314341,number of customers
2023-09,WA,Washington,OTH,other,,number of customers
2023-09,WA,Washington,IND,industrial,26901,number of customers
2023-09,WA,Washington,COM,commercial,406860,number of customers
2023-09,WA,Washington,ALL,all sectors,3748107,number of customers
2023-09,VA,Virginia,TRA,transportation,1,number of customers
2023-09,VA,Virginia,RES,residential,3637395,number of customers
2023-09,VA,Virginia,OTH,other,,number of customers
2023-09,VA,Virginia,IND,industrial,3756,number of customers
2023-09,VA,Virginia,COM,commercial,448931,number of customers
2023-09,VA,Virginia,ALL,all sectors,4090083,number of customers
2023-09,VT,Vermont,TRA,transportation,0,number of customers
2023-09,VT,Vermont,RES,residential,320820,number of customers
2023-09,VT,Vermont,OTH,other,,number of customers
2023-09,VT,Vermont,IND,industrial,250,number of customers
2023-09,VT,Vermont,COM,commercial,62235,number of customers
2023-09,VT,Vermont,ALL,all sectors,383305,number of customers
2023-09,UT,Utah,TRA,transportation,1,number of customers
2023-09,UT,Utah,RES,residential,1204952,number of customers
2023-09,UT,Utah,OTH,other,,number of customers
2023-09,UT,Utah,IND,industrial,10924,number of customers
2023-09,UT,Utah,COM,commercial,139206,number of customers
2023-09,UT,Utah,ALL,all sectors,1355083,number of customers
2023-09,TX,Texas,TRA,transportation,3,number of customers
2023-09,TX,Texas,RES,residential,12198817,number of customers
2023-09,TX,Texas,OTH,other,,number of customers
2023-09,TX,Texas,IND,industrial,351594,number of customers
2023-09,TX,Texas,COM,commercial,1564196,number of customers
2023-09,TX,Texas,ALL,all sectors,14114610,number of customers
2023-09,TN,Tennessee,TRA,transportation,0,number of customers
2023-09,TN,Tennessee,RES,residential,3056022,number of customers
2023-09,TN,Tennessee,OTH,other,,number of customers
2023-09,TN,Tennessee,IND,industrial,1024,number of customers
2023-09,TN,Tennessee,COM,commercial,521039,number of customers
2023-09,TN,Tennessee,ALL,all sectors,3578085,number of customers
2023-09,SD,South Dakota,TRA,transportation,0,number of customers
2023-09,SD,South Dakota,RES,residential,430397,number of customers
2023-09,SD,South Dakota,OTH,other,,number of customers
2023-09,SD,South Dakota,IND,industrial,4345,number of customers
2023-09,SD,South Dakota,COM,commercial,77562,number of customers
2023-09,SD,South Dakota,ALL,all sectors,512304,number of customers
2023-09,SC,South Carolina,TRA,transportation,0,number of customers
2023-09,SC,South Carolina,RES,residential,2538834,number of customers
2023-09,SC,South Carolina,OTH,other,,number of customers
2023-09,SC,South Carolina,IND,industrial,3580,number of customers
2023-09,SC,South Carolina,COM,commercial,405951,number of customers
2023-09,SC,South Carolina,ALL,all sectors,2948365,number of customers
2023-09,RI,Rhode Island,TRA,transportation,1,number of customers
2023-09,RI,Rhode Island,RES,residential,454360,number of customers
2023-09,RI,Rhode Island,OTH,other,,number of customers
2023-09,RI,Rhode Island,IND,industrial,1624,number of customers
2023-09,RI,Rhode Island,COM,commercial,60592,number of customers
2023-09,RI,Rhode Island,ALL,all sectors,516577,number of customers
2023-09,PA,Pennsylvania,TRA,transportation,5,number of customers
2023-09,PA,Pennsylvania,RES,residential,5512421,number of customers
2023-09,PA,Pennsylvania,OTH,other,,number of customers
2023-09,PA,Pennsylvania,IND,industrial,15798,number of customers
2023-09,PA,Pennsylvania,COM,commercial,732966,number of customers
2023-09,PA,Pennsylvania,ALL,all sectors,6261190,number of customers
2023-08,SC,South Carolina,ALL,all sectors,2953573,number of customers
2023-08,IA,Iowa,RES,residential,1451935,number of customers
2023-08,IA,Iowa,OTH,other,,number of customers
2023-08,IA,Iowa,IND,industrial,8634,number of customers
2023-08,IA,Iowa,COM,commercial,250020,number of customers
2023-08,IA,Iowa,ALL,all sectors,1710589,number of customers
2023-08,IN,Indiana,TRA,transportation,1,number of customers
2023-08,IN,Indiana,RES,residential,2965564,number of customers
2023-08,IN,Indiana,OTH,other,,number of customers
2023-08,IN,Indiana,IND,industrial,19134,number of customers
2023-08,IN,Indiana,COM,commercial,374034,number of customers
2023-08,IN,Indiana,ALL,all sectors,3358733,number of customers
2023-08,IL,Illinois,TRA,transportation,3,number of customers
2023-08,IL,Illinois,RES,residential,5413753,number of customers
2023-08,IL,Illinois,OTH,other,,number of customers
2023-08,IL,Illinois,IND,industrial,5655,number of customers
2023-08,IL,Illinois,COM,commercial,655768,number of customers
2023-08,IL,Illinois,ALL,all sectors,6075179,number of customers
2023-08,ID,Idaho,TRA,transportation,0,number of customers
2023-08,ID,Idaho,RES,residential,844970,number of customers
2023-08,ID,Idaho,OTH,other,,number of customers
2023-08,ID,Idaho,IND,industrial,29644,number of customers
2023-08,ID,Idaho,COM,commercial,121910,number of customers
2023-08,ID,Idaho,ALL,all sectors,996524,number of customers
2023-08,HI,Hawaii,TRA,transportation,0,number of customers
2023-08,HI,Hawaii,RES,residential,446088,number of customers
2023-08,HI,Hawaii,OTH,other,,number of customers
2023-08,HI,Hawaii,IND,industrial,809,number of customers
2023-08,HI,Hawaii,COM,commercial,60085,number of customers
2023-08,HI,Hawaii,ALL,all sectors,506982,number of customers
2023-08,GA,Georgia,TRA,transportation,1,number of customers
2023-08,GA,Georgia,RES,residential,4745223,number of customers
2023-08,GA,Georgia,OTH,other,,number of customers
2023-08,GA,Georgia,IND,industrial,24654,number of customers
2023-08,GA,Georgia,COM,commercial,611447,number of customers
2023-08,GA,Georgia,ALL,all sectors,5381325,number of customers
2023-08,FL,Florida,TRA,transportation,2,number of customers
2023-08,FL,Florida,RES,residential,10218272,number of customers
2023-08,FL,Florida,OTH,other,,number of customers
2023-08,FL,Florida,IND,industrial,26967,number of customers
2023-08,FL,Florida,COM,commercial,1286837,number of customers
2023-08,FL,Florida,ALL,all sectors,11532078,number of customers
2023-08,DC,District of Columbia,TRA,transportation,3,number of customers
2023-08,DC,District of Columbia,RES,residential,313182,number of customers
2023-08,DC,District of Columbia,OTH,other,,number of customers
2023-08,DC,District of Columbia,IND,industrial,1,number of customers
2023-08,DC,District of Columbia,COM,commercial,27352,number of customers
2023-08,DC,District of Columbia,ALL,all sectors,340538,number of customers
2023-08,ND,North Dakota,IND,industrial,9321,number of customers
2023-08,ND,North Dakota,COM,commercial,77369,number of customers
2023-08,ND,North Dakota,ALL,all sectors,481856,number of customers
2023-08,NC,North Carolina,TRA,transportation,1,number of customers
2023-08,NC,North Carolina,RES,residential,4984070,number of customers
2023-08,NC,North Carolina,OTH,other,,number of customers
2023-08,NC,North Carolina,IND,industrial,9345,number of customers
2023-08,NC,North Carolina,COM,commercial,743041,number of customers
2023-08,NC,North Carolina,ALL,all sectors,5736457,number of customers
2023-08,NY,New York,TRA,transportation,8,number of customers
2023-08,NY,New York,RES,residential,7401728,number of customers
2023-08,NY,New York,OTH,other,,number of customers
2023-08,NY,New York,IND,industrial,7250,number of customers
2023-08,NY,New York,COM,commercial,1182877,number of customers
2023-08,NY,New York,ALL,all sectors,8591863,number of customers
2023-08,NM,New Mexico,TRA,transportation,0,number of customers
2023-08,NM,New Mexico,RES,residential,911928,number of customers
2023-08,NM,New Mexico,OTH,other,,number of customers
2023-08,NM,New Mexico,IND,industrial,9462,number of customers
2023-08,NM,New Mexico,COM,commercial,146669,number of customers
2023-08,NM,New Mexico,ALL,all sectors,1068059,number of customers
2023-08,NJ,New Jersey,TRA,transportation,7,number of customers
2023-08,NJ,New Jersey,RES,residential,3714448,number of customers
2023-08,NJ,New Jersey,OTH,other,,number of customers
2023-08,NJ,New Jersey,IND,industrial,11275,number of customers
2023-08,NJ,New Jersey,COM,commercial,538879,number of customers
2023-08,NJ,New Jersey,ALL,all sectors,4264609,number of customers
2023-08,NH,New Hampshire,TRA,transportation,0,number of customers
2023-08,NH,New Hampshire,RES,residential,648928,number of customers
2023-08,NH,New Hampshire,OTH,other,,number of customers
2023-08,NH,New Hampshire,IND,industrial,3123,number of customers
2023-08,NH,New Hampshire,COM,commercial,111546,number of customers
2023-08,NH,New Hampshire,ALL,all sectors,763597,number of customers
2023-08,NV,Nevada,TRA,transportation,1,number of customers
2023-08,NV,Nevada,RES,residential,1287052,number of customers
2023-08,NV,Nevada,OTH,other,,number of customers
2023-08,NV,Nevada,IND,industrial,4875,number of customers
2023-08,NV,Nevada,COM,commercial,173801,number of customers
2023-08,NV,Nevada,ALL,all sectors,1465729,number of customers
2023-08,NE,Nebraska,TRA,transportation,0,number of customers
2023-08,NE,Nebraska,RES,residential,903089,number of customers
2023-08,NE,Nebraska,OTH,other,,number of customers
2023-08,NE,Nebraska,IND,industrial,65812,number of customers
2023-08,NE,Nebraska,COM,commercial,162920,number of customers
2023-08,NE,Nebraska,ALL,all sectors,1131821,number of customers
2023-08,MT,Montana,TRA,transportation,0,number of customers
2023-08,MT,Montana,RES,residential,550560,number of customers
2023-08,MT,Montana,OTH,other,,number of customers
2023-08,MT,Montana,IND,industrial,14120,number of customers
2023-08,MT,Montana,COM,commercial,116319,number of customers
2023-08,MT,Montana,ALL,all sectors,680999,number of customers
2023-08,MO,Missouri,TRA,transportation,2,number of customers
2023-08,MO,Missouri,RES,residential,2863305,number of customers
2023-08,MO,Missouri,OTH,other,,number of customers
2023-08,MO,Missouri,IND,industrial,9866,number of customers
2023-08,MO,Missouri,COM,commercial,398659,number of customers
2023-08,MO,Missouri,ALL,all sectors,3271832,number of customers
2023-08,MS,Mississippi,TRA,transportation,0,number of customers
2023-08,MS,Mississippi,RES,residential,1362763,number of customers
2023-08,MS,Mississippi,OTH,other,,number of customers
2023-08,MS,Mississippi,IND,industrial,11322,number of customers
2023-08,MS,Mississippi,COM,commercial,244587,number of customers
2023-08,MS,Mississippi,ALL,all sectors,1618672,number of customers
2023-08,MN,Minnesota,TRA,transportation,1,number of customers
2023-08,MN,Minnesota,RES,residential,2574176,number of customers
2023-08,MN,Minnesota,OTH,other,,number of customers
2023-08,MN,Minnesota,IND,industrial,9484,number of customers
2023-08,MN,Minnesota,COM,commercial,306750,number of customers
2023-08,MN,Minnesota,ALL,all sectors,2890411,number of customers
2023-08,MI,Michigan,TRA,transportation,2,number of customers
2023-08,MI,Michigan,RES,residential,4509278,number of customers
2023-08,MI,Michigan,OTH,other,,number of customers
2023-08,MI,Michigan,IND,industrial,5692,number of customers
2023-08,MI,Michigan,COM,commercial,560256,number of customers
2023-08,MI,Michigan,ALL,all sectors,5075228,number of customers
2023-08,MA,Massachusetts,TRA,transportation,2,number of customers
2023-08,MA,Massachusetts,RES,residential,2881565,number of customers
2023-08,MA,Massachusetts,OTH,other,,number of customers
2023-08,MA,Massachusetts,IND,industrial,10679,number of customers
2023-08,MA,Massachusetts,COM,commercial,446032,number of customers
2023-08,MA,Massachusetts,ALL,all sectors,3338278,number of customers
2023-08,MD,Maryland,TRA,transportation,5,number of customers
2023-08,MD,Maryland,RES,residential,2429658,number of customers
2023-08,MD,Maryland,OTH,other,,number of customers
2023-08,MD,Maryland,IND,industrial,9065,number of customers
2023-08,MD,Maryland,COM,commercial,261164,number of customers
2023-08,MD,Maryland,ALL,all sectors,2699892,number of customers
2023-08,ME,Maine,TRA,transportation,0,number of customers
2023-08,ME,Maine,RES,residential,744546,number of customers
2023-08,DE,Delaware,TRA,transportation,0,number of customers
2023-08,DE,Delaware,RES,residential,464205,number of customers
2023-08,DE,Delaware,OTH,other,,number of customers
2023-08,DE,Delaware,IND,industrial,822,number of customers
2023-08,DE,Delaware,COM,commercial,59750,number of customers
2023-08,DE,Delaware,ALL,all sectors,524777,number of customers
2023-08,CT,Connecticut,TRA,transportation,3,number of customers
2023-08,CT,Connecticut,RES,residential,1539755,number of customers
2023-08,CT,Connecticut,OTH,other,,number of customers
2023-08,CT,Connecticut,IND,industrial,3928,number of customers
2023-08,CT,Connecticut,COM,commercial,156782,number of customers
2023-08,CT,Connecticut,ALL,all sectors,1700468,number of customers
2023-08,CO,Colorado,TRA,transportation,1,number of customers
2023-08,CO,Colorado,RES,residential,2460075,number of customers
2023-08,CO,Colorado,OTH,other,,number of customers
2023-08,CO,Colorado,IND,industrial,14891,number of customers
2023-08,CO,Colorado,COM,commercial,394383,number of customers
2023-08,CO,Colorado,ALL,all sectors,2869350,number of customers
2023-08,CA,California,TRA,transportation,12,number of customers
2023-08,CA,California,RES,residential,14497846,number of customers
2023-08,CA,California,OTH,other,,number of customers
2023-08,CA,California,IND,industrial,156077,number of customers
2023-08,CA,California,COM,commercial,1816748,number of customers
2023-08,CA,California,ALL,all sectors,16470683,number of customers
2023-08,AR,Arkansas,TRA,transportation,2,number of customers
2023-08,AR,Arkansas,RES,residential,1468577,number of customers
2023-08,AR,Arkansas,OTH,other,,number of customers
2023-08,AR,Arkansas,IND,industrial,41993,number of customers
2023-08,AR,Arkansas,COM,commercial,209559,number of customers
2023-08,AR,Arkansas,ALL,all sectors,1720131,number of customers
2023-08,AZ,Arizona,TRA,transportation,2,number of customers
2023-08,AZ,Arizona,RES,residential,3035941,number of customers
2023-08,AZ,Arizona,OTH,other,,number of customers
2023-08,AZ,Arizona,IND,industrial,7192,number of customers
2023-08,AZ,Arizona,COM,commercial,342344,number of customers
2023-08,AZ,Arizona,ALL,all sectors,3385479,number of customers
2023-08,AK,Alaska,TRA,transportation,0,number of customers
2023-08,AK,Alaska,RES,residential,298346,number of customers
2023-08,AK,Alaska,OTH,other,,number of customers
2023-08,AK,Alaska,IND,industrial,1198,number of customers
2023-08,AK,Alaska,COM,commercial,57530,number of customers
2023-08,AK,Alaska,ALL,all sectors,357074,number of customers
2023-08,AL,Alabama,TRA,transportation,0,number of customers
2023-08,AL,Alabama,RES,residential,2377777,number of customers
2023-08,AL,Alabama,OTH,other,,number of customers
2023-08,AL,Alabama,IND,industrial,7270,number of customers
2023-08,AL,Alabama,COM,commercial,384484,number of customers
2023-08,AL,Alabama,ALL,all sectors,2769531,number of customers
2023-08,ME,Maine,OTH,other,,number of customers
2023-08,ME,Maine,IND,industrial,2092,number of customers
2023-08,ME,Maine,COM,commercial,109227,number of customers
2023-08,ME,Maine,ALL,all sectors,855865,number of customers
2023-08,LA,Louisiana,TRA,transportation,1,number of customers
2023-08,LA,Louisiana,RES,residential,2170183,number of customers
2023-08,LA,Louisiana,OTH,other,,number of customers
2023-08,LA,Louisiana,IND,industrial,19076,number of customers
2023-08,LA,Louisiana,COM,commercial,302043,number of customers
2023-08,LA,Louisiana,ALL,all sectors,2491303,number of customers
2023-08,KY,Kentucky,TRA,transportation,0,number of customers
2023-08,KY,Kentucky,RES,residential,2020918,number of customers
2023-08,KY,Kentucky,OTH,other,,number of customers
2023-08,KY,Kentucky,IND,industrial,5794,number of customers
2023-08,KY,Kentucky,COM,commercial,322649,number of customers
2023-08,KY,Kentucky,ALL,all sectors,2349361,number of customers
2023-08,KS,Kansas,TRA,transportation,0,number of customers
2023-08,KS,Kansas,RES,residential,1330241,number of customers
2023-08,KS,Kansas,OTH,other,,number of customers
2023-08,KS,Kansas,IND,industrial,24982,number of customers
2023-08,KS,Kansas,COM,commercial,248591,number of customers
2023-08,KS,Kansas,ALL,all sectors,1603814,number of customers
2023-08,IA,Iowa,TRA,transportation,0,number of customers
2023-08,OH,Ohio,ALL,all sectors,5724754,number of customers
2023-08,ND,North Dakota,TRA,transportation,0,number of customers
2023-08,ND,North Dakota,RES,residential,395166,number of customers
2023-08,ND,North Dakota,OTH,other,,number of customers
2023-08,RI,Rhode Island,TRA,transportation,1,number of customers
2023-08,RI,Rhode Island,RES,residential,444022,number of customers
2023-08,RI,Rhode Island,OTH,other,,number of customers
2023-08,RI,Rhode Island,IND,industrial,1574,number of customers
2023-08,RI,Rhode Island,COM,commercial,59956,number of customers
2023-08,RI,Rhode Island,ALL,all sectors,505553,number of customers
2023-08,PA,Pennsylvania,TRA,transportation,5,number of customers
2023-08,PA,Pennsylvania,RES,residential,5510598,number of customers
2023-08,PA,Pennsylvania,OTH,other,,number of customers
2023-08,PA,Pennsylvania,IND,industrial,15785,number of customers
2023-08,PA,Pennsylvania,COM,commercial,733054,number of customers
2023-08,PA,Pennsylvania,ALL,all sectors,6259442,number of customers
2023-08,OR,Oregon,TRA,transportation,2,number of customers
2023-08,OR,Oregon,RES,residential,1851266,number of customers
2023-08,OR,Oregon,OTH,other,,number of customers
2023-08,OR,Oregon,IND,industrial,25694,number of customers
2023-08,OR,Oregon,COM,commercial,249280,number of customers
2023-08,OR,Oregon,ALL,all sectors,2126242,number of customers
2023-08,OK,Oklahoma,TRA,transportation,0,number of customers
2023-08,OK,Oklahoma,RES,residential,1872697,number of customers
2023-08,OK,Oklahoma,OTH,other,,number of customers
2023-08,OK,Oklahoma,IND,industrial,18951,number of customers
2023-08,OK,Oklahoma,COM,commercial,303261,number of customers
2023-08,US,U.S. Total,TRA,transportation,82,number of customers
2023-08,US,U.S. Total,RES,residential,141687125,number of customers
2023-08,US,U.S. Total,OTH,other,,number of customers
2023-08,US,U.S. Total,IND,industrial,1104132,number of customers
2023-08,US,U.S. Total,COM,commercial,19448125,number of customers
2023-08,US,U.S. Total,ALL,all sectors,162239464,number of customers
2023-08,PACN,Pacific Noncontiguous,TRA,transportation,0,number of customers
2023-08,PACN,Pacific Noncontiguous,RES,residential,744434,number of customers
2023-08,PACN,Pacific Noncontiguous,OTH,other,,number of customers
2023-08,PACN,Pacific Noncontiguous,IND,industrial,2007,number of customers
2023-08,PACN,Pacific Noncontiguous,COM,commercial,117615,number of customers
2023-08,PACN,Pacific Noncontiguous,ALL,all sectors,864056,number of customers
2023-08,PACC,Pacific Contiguous,TRA,transportation,19,number of customers
2023-08,PACC,Pacific Contiguous,RES,residential,19672400,number of customers
2023-08,PACC,Pacific Contiguous,OTH,other,,number of customers
2023-08,PACC,Pacific Contiguous,IND,industrial,209344,number of customers
2023-08,PACC,Pacific Contiguous,COM,commercial,2472985,number of customers
2023-08,PACC,Pacific Contiguous,ALL,all sectors,22354748,number of customers
2023-08,MTN,Mountain,TRA,transportation,5,number of customers
2023-08,MTN,Mountain,RES,residential,10579608,number of customers
2023-08,MTN,Mountain,OTH,other,,number of customers
2023-08,MTN,Mountain,IND,industrial,103074,number of customers
2023-08,MTN,Mountain,COM,commercial,1493728,number of customers
2023-08,MTN,Mountain,ALL,all sectors,12176415,number of customers
2023-08,WSC,West South Central,TRA,transportation,6,number of customers
2023-08,WSC,West South Central,RES,residential,17713569,number of customers
2023-08,WSC,West South Central,OTH,other,,number of customers
2023-08,WSC,West South Central,IND,industrial,431325,number of customers
2023-08,WSC,West South Central,COM,commercial,2390828,number of customers
2023-08,WSC,West South Central,ALL,all sectors,20535728,number of customers
2023-08,ESC,East South Central,TRA,transportation,0,number of customers
2023-08,OK,Oklahoma,ALL,all sectors,2194909,number of customers
2023-08,OH,Ohio,TRA,transportation,2,number of customers
2023-08,OH,Ohio,RES,residential,5080307,number of customers
2023-08,OH,Ohio,OTH,other,,number of customers
2023-08,OH,Ohio,IND,industrial,19117,number of customers
2023-08,OH,Ohio,COM,commercial,625328,number of customers
2023-08,ESC,East South Central,RES,residential,8808809,number of customers
2023-08,ESC,East South Central,OTH,other,,number of customers
2023-08,ESC,East South Central,IND,industrial,25407,number of customers
2023-08,ESC,East South Central,COM,commercial,1469528,number of customers
2023-08,ESC,East South Central,ALL,all sectors,10303744,number of customers
2023-08,SAT,South Atlantic,TRA,transportation,13,number of customers
2023-08,SAT,South Atlantic,RES,residential,30227409,number of customers
2023-08,SAT,South Atlantic,OTH,other,,number of customers
2023-08,SAT,South Atlantic,IND,industrial,89300,number of customers
2023-08,SAT,South Atlantic,COM,commercial,3998502,number of customers
2023-08,SAT,South Atlantic,ALL,all sectors,34315224,number of customers
2023-08,WNC,West North Central,TRA,transportation,3,number of customers
2023-08,WNC,West North Central,RES,residential,9947918,number of customers
2023-08,WNC,West North Central,OTH,other,,number of customers
2023-08,WNC,West North Central,IND,industrial,132464,number of customers
2023-08,WNC,West North Central,COM,commercial,1522212,number of customers
2023-08,WNC,West North Central,ALL,all sectors,11602597,number of customers
2023-08,ENC,East North Central,TRA,transportation,10,number of customers
2023-08,ENC,East North Central,RES,residential,20786656,number of customers
2023-08,ENC,East North Central,OTH,other,,number of customers
2023-08,ENC,East North Central,IND,industrial,55257,number of customers
2023-08,ENC,East North Central,COM,commercial,2582253,number of customers
2023-08,ENC,East North Central,ALL,all sectors,23424176,number of customers
2023-08,MAT,Middle Atlantic,TRA,transportation,20,number of customers
2023-08,MAT,Middle Atlantic,RES,residential,16626774,number of customers
2023-08,MAT,Middle Atlantic,OTH,other,,number of customers
2023-08,MAT,Middle Atlantic,IND,industrial,34310,number of customers
2023-08,MAT,Middle Atlantic,COM,commercial,2454810,number of customers
2023-08,MAT,Middle Atlantic,ALL,all sectors,19115914,number of customers
2023-08,NEW,New England,TRA,transportation,6,number of customers
2023-08,NEW,New England,RES,residential,6579548,number of customers
2023-08,NEW,New England,OTH,other,,number of customers
2023-08,NEW,New England,IND,industrial,21644,number of customers
2023-08,NEW,New England,COM,commercial,945664,number of customers
2023-08,NEW,New England,ALL,all sectors,7546862,number of customers
2023-08,WY,Wyoming,TRA,transportation,0,number of customers
2023-08,WY,Wyoming,RES,residential,285279,number of customers
2023-08,WY,Wyoming,OTH,other,,number of customers
2023-08,WY,Wyoming,IND,industrial,11958,number of customers
2023-08,WY,Wyoming,COM,commercial,59120,number of customers
2023-08,WY,Wyoming,ALL,all sectors,356357,number of customers
2023-08,WI,Wisconsin,TRA,transportation,2,number of customers
2023-08,WI,Wisconsin,RES,residential,2817754,number of customers
2023-08,WI,Wisconsin,OTH,other,,number of customers
2023-08,WI,Wisconsin,IND,industrial,5659,number of customers
2023-08,WI,Wisconsin,COM,commercial,366867,number of customers
2023-08,WI,Wisconsin,ALL,all sectors,3190282,number of customers
2023-08,WV,West Virginia,TRA,transportation,0,number of customers
2023-08,WV,West Virginia,RES,residential,864048,number of customers
2023-08,WV,West Virginia,OTH,other,,number of customers
2023-08,WV,West Virginia,IND,industrial,11080,number of customers
2023-08,WV,West Virginia,COM,commercial,151091,number of customers
2023-08,WV,West Virginia,ALL,all sectors,1026219,number of customers
2023-08,WA,Washington,TRA,transportation,5,number of customers
2023-08,WA,Washington,RES,residential,3323288,number of customers
2023-08,WA,Washington,OTH,other,,number of customers
2023-08,WA,Washington,IND,industrial,27573,number of customers
2023-08,WA,Washington,COM,commercial,406957,number of customers
2023-08,WA,Washington,ALL,all sectors,3757823,number of customers
2023-08,VA,Virginia,TRA,transportation,1,number of customers
2023-08,VA,Virginia,RES,residential,3667163,number of customers
2023-08,VA,Virginia,OTH,other,,number of customers
2023-08,VA,Virginia,IND,industrial,3743,number of customers
2023-08,VA,Virginia,COM,commercial,449458,number of customers
2023-08,VA,Virginia,ALL,all sectors,4120365,number of customers
2023-08,VT,Vermont,TRA,transportation,0,number of customers
2023-08,VT,Vermont,RES,residential,320732,number of customers
